system:index,AOD,NDVI,OSI,Risk_Level,Temp,Year,.geo
"8589,3162",822.7766990291262,0.22690815006468304,852.6835746628453,High,30.133783783783826,2019,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1562997530257,28.40472928385927],[77.1652829058669,28.40472928385927],[77.1652829058669,28.413712436700465],[77.1562997530257,28.413712436700465],[77.1562997530257,28.40472928385927]]]}"
"8590,3162",832.0718954248366,0.21246306741874832,861.9046955153126,High,30.045263157894738,2019,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1652829058669,28.40472928385927],[77.1742660587081,28.40472928385927],[77.1742660587081,28.413712436700465],[77.1652829058669,28.413712436700465],[77.1652829058669,28.40472928385927]]]}"
"8591,3162",836.8019801980198,0.22154779969650987,866.9841166088496,High,30.403684210526308,2019,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1742660587081,28.40472928385927],[77.1832492115493,28.40472928385927],[77.1832492115493,28.413712436700465],[77.1742660587081,28.413712436700465],[77.1742660587081,28.40472928385927]]]}"
"8592,3162",822.8518518518518,0.1575796450716271,853.008482733096,High,30.314210526315833,2019,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1832492115493,28.40472928385927],[77.19223236439049,28.40472928385927],[77.19223236439049,28.413712436700465],[77.1832492115493,28.413712436700465],[77.1832492115493,28.40472928385927]]]}"
"8593,3162",819.8687943262412,0.19790176442536958,849.6303662460263,High,29.959473684210536,2019,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.19223236439049,28.40472928385927],[77.20121551723167,28.40472928385927],[77.20121551723167,28.413712436700465],[77.19223236439049,28.413712436700465],[77.19223236439049,28.40472928385927]]]}"
"8594,3162",819.8687943262412,0.285006518904824,849.5432614915468,High,29.959473684210536,2019,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.20121551723167,28.40472928385927],[77.21019867007287,28.40472928385927],[77.21019867007287,28.413712436700465],[77.20121551723167,28.413712436700465],[77.20121551723167,28.40472928385927]]]}"
"8588,3163",821.4806451612903,0.2894619831036016,851.0184054004089,High,29.827222222222247,2019,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.14731660018451,28.413712436700465],[77.1562997530257,28.413712436700465],[77.1562997530257,28.42269558954166],[77.14731660018451,28.42269558954166],[77.14731660018451,28.413712436700465]]]}"
"8589,3163",823.6857142857143,0.29757412398921834,852.9760348985673,High,29.587894736842145,2019,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1562997530257,28.413712436700465],[77.1652829058669,28.413712436700465],[77.1652829058669,28.42269558954166],[77.1562997530257,28.42269558954166],[77.1562997530257,28.413712436700465]]]}"
"8590,3163",830.1350482315113,0.2714285714285714,859.4894091337669,High,29.62578947368422,2019,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1652829058669,28.413712436700465],[77.1742660587081,28.413712436700465],[77.1742660587081,28.42269558954166],[77.1652829058669,28.42269558954166],[77.1652829058669,28.413712436700465]]]}"
"8591,3163",835.6310679611651,0.28706454226302996,865.4508455241652,High,30.106842105263183,2019,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1742660587081,28.413712436700465],[77.1832492115493,28.413712436700465],[77.1832492115493,28.42269558954166],[77.1742660587081,28.42269558954166],[77.1742660587081,28.413712436700465]]]}"
"8592,3163",842.0846905537459,0.2257758824923004,872.0748606171995,High,30.215945945945975,2019,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1832492115493,28.413712436700465],[77.19223236439049,28.413712436700465],[77.19223236439049,28.42269558954166],[77.1832492115493,28.42269558954166],[77.1832492115493,28.413712436700465]]]}"
"8593,3163",830.063122923588,0.25847347994825354,860.0141231278502,High,30.209473684210536,2019,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.19223236439049,28.413712436700465],[77.20121551723167,28.413712436700465],[77.20121551723167,28.42269558954166],[77.19223236439049,28.42269558954166],[77.19223236439049,28.413712436700465]]]}"
"8594,3163",827.8213058419244,0.21408231944084907,857.5114340487994,High,29.904210526315808,2019,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.20121551723167,28.413712436700465],[77.21019867007287,28.413712436700465],[77.21019867007287,28.42269558954166],[77.20121551723167,28.42269558954166],[77.20121551723167,28.413712436700465]]]}"
"8595,3163",805.1870503597122,0.2611959616878074,834.6603543980244,High,29.734500000000025,2019,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.21019867007287,28.413712436700465],[77.21918182291407,28.413712436700465],[77.21918182291407,28.42269558954166],[77.21019867007287,28.42269558954166],[77.21019867007287,28.413712436700465]]]}"
"8596,3163",790.4734848484849,0.3526080476900149,819.6783768007948,High,29.557500000000005,2019,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.21918182291407,28.413712436700465],[77.22816497575526,28.413712436700465],[77.22816497575526,28.42269558954166],[77.21918182291407,28.42269558954166],[77.21918182291407,28.413712436700465]]]}"
