system:index,AOD,NDVI,OSI,Risk_Level,Temp,Year,.geo
"8589,3162",744.88161209068,0.3268023109771414,773.4721268528737,High,28.91731707317075,2021,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1562997530257,28.40472928385927],[77.1652829058669,28.40472928385927],[77.1652829058669,28.413712436700465],[77.1562997530257,28.413712436700465],[77.1562997530257,28.40472928385927]]]}"
"8590,3162",751.72,0.33672055427251735,780.1552306652397,High,28.771951219512232,2021,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1652829058669,28.40472928385927],[77.1742660587081,28.40472928385927],[77.1742660587081,28.413712436700465],[77.1652829058669,28.413712436700465],[77.1652829058669,28.40472928385927]]]}"
"8591,3162",748.3266331658291,0.3173431734317343,776.675956659064,High,28.666666666666686,2021,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1742660587081,28.40472928385927],[77.1832492115493,28.40472928385927],[77.1832492115493,28.413712436700465],[77.1742660587081,28.413712436700465],[77.1742660587081,28.40472928385927]]]}"
"8592,3162",747.4810126582279,0.2493741575197381,775.8360571053594,High,28.604418604651187,2021,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1832492115493,28.40472928385927],[77.19223236439049,28.40472928385927],[77.19223236439049,28.413712436700465],[77.1832492115493,28.413712436700465],[77.1832492115493,28.40472928385927]]]}"
"8593,3162",735.1165803108809,0.28512125846624425,763.1293660291589,High,28.29790697674423,2021,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.19223236439049,28.40472928385927],[77.20121551723167,28.40472928385927],[77.20121551723167,28.413712436700465],[77.19223236439049,28.413712436700465],[77.19223236439049,28.40472928385927]]]}"
"8594,3162",735.1165803108809,0.3544873312810798,763.059999956344,High,28.29790697674423,2021,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.20121551723167,28.40472928385927],[77.21019867007287,28.40472928385927],[77.21019867007287,28.413712436700465],[77.20121551723167,28.413712436700465],[77.20121551723167,28.40472928385927]]]}"
"8588,3163",745.1275510204082,0.36350116847248776,773.6740498519358,High,28.910000000000025,2021,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.14731660018451,28.413712436700465],[77.1562997530257,28.413712436700465],[77.1562997530257,28.42269558954166],[77.14731660018451,28.42269558954166],[77.14731660018451,28.413712436700465]]]}"
"8589,3163",743.3604060913706,0.3794517038175762,771.3019067685053,High,28.320952380952406,2021,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1562997530257,28.413712436700465],[77.1652829058669,28.413712436700465],[77.1652829058669,28.42269558954166],[77.1562997530257,28.42269558954166],[77.1562997530257,28.413712436700465]]]}"
"8590,3163",751.4784810126582,0.36909323116219667,779.6818268058863,High,28.57243902439029,2021,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1652829058669,28.413712436700465],[77.1742660587081,28.413712436700465],[77.1742660587081,28.42269558954166],[77.1652829058669,28.42269558954166],[77.1652829058669,28.413712436700465]]]}"
"8591,3163",753.7456359102245,0.36798119613476105,782.0271669092116,High,28.649512195121986,2021,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[77.1742660587081,28.413712436700465],[77.1832492115493,28.413712436700465],[77.1832492115493,28.42269558954166],[77.1742660587081,28.42269558954166],[77.1742660587081,28.413712436700465]]]}"
